No,date,day of week,Lottery_result,hundreds_place,tens_place,ones_place
1,1996/1/5,Friday,952,9,5,2
2,1996/1/9,Tuesday,635,6,3,5
3,1996/1/12,Friday,952,9,5,2
4,1996/1/16,Tuesday,650,6,5,0
5,1996/1/19,Friday,439,4,3,9
6,1996/1/23,Tuesday,458,4,5,8
7,1996/1/26,Friday,513,5,1,3
8,1996/1/30,Tuesday,863,8,6,3
9,1996/2/2,Friday,409,4,0,9
10,1996/2/6,Tuesday,318,3,1,8
11,1996/2/9,Friday,217,2,1,7
12,1996/2/13,Tuesday,855,8,5,5
13,1996/2/16,Friday,620,6,2,0
14,1996/2/20,Tuesday,559,5,5,9
15,1996/2/23,Friday,820,8,2,0
16,1996/2/27,Tuesday,16,0,1,6
17,1996/3/1,Friday,926,9,2,6
18,1996/3/5,Tuesday,603,6,0,3
19,1996/3/8,Friday,454,4,5,4
20,1996/3/12,Tuesday,295,2,9,5
21,1996/3/15,Friday,819,8,1,9
22,1996/3/19,Tuesday,995,9,9,5
23,1996/3/22,Friday,356,3,5,6
24,1996/3/26,Tuesday,54,0,5,4
25,1996/3/29,Friday,783,7,8,3
26,1996/4/2,Tuesday,77,0,7,7
27,1996/4/5,Friday,694,6,9,4
28,1996/4/9,Tuesday,594,5,9,4
29,1996/4/12,Friday,125,1,2,5
30,1996/4/16,Tuesday,766,7,6,6
31,1996/4/19,Friday,464,4,6,4
32,1996/4/23,Tuesday,489,4,8,9
33,1996/4/26,Friday,3,0,0,3
34,1996/4/30,Tuesday,538,5,3,8
35,1996/5/3,Friday,332,3,3,2
36,1996/5/7,Tuesday,224,2,2,4
37,1996/5/10,Friday,750,7,5,0
38,1996/5/14,Tuesday,791,7,9,1
39,1996/5/17,Friday,126,1,2,6
40,1996/5/21,Tuesday,991,9,9,1
41,1996/5/24,Friday,570,5,7,0
42,1996/5/28,Tuesday,604,6,0,4
43,1996/5/31,Friday,259,2,5,9
44,1996/6/4,Tuesday,839,8,3,9
45,1996/6/7,Friday,284,2,8,4
46,1996/6/11,Tuesday,516,5,1,6
47,1996/6/14,Friday,648,6,4,8
48,1996/6/18,Tuesday,198,1,9,8
49,1996/6/21,Friday,563,5,6,3
50,1996/6/25,Tuesday,331,3,3,1
51,1996/6/28,Friday,233,2,3,3
52,1996/7/2,Tuesday,107,1,0,7
53,1996/7/5,Friday,351,3,5,1
54,1996/7/9,Tuesday,574,5,7,4
55,1996/7/12,Friday,679,6,7,9
56,1996/7/16,Tuesday,355,3,5,5
57,1996/7/19,Friday,581,5,8,1
58,1996/7/23,Tuesday,967,9,6,7
59,1996/7/26,Friday,683,6,8,3
60,1996/7/30,Tuesday,203,2,0,3
61,1996/8/2,Friday,845,8,4,5
62,1996/8/6,Tuesday,464,4,6,4
63,1996/8/9,Friday,168,1,6,8
64,1996/8/13,Tuesday,632,6,3,2
65,1996/8/16,Friday,890,8,9,0
66,1996/8/20,Tuesday,439,4,3,9
67,1996/8/23,Friday,589,5,8,9
68,1996/8/27,Tuesday,492,4,9,2
69,1996/8/30,Friday,882,8,8,2
70,1996/9/3,Tuesday,439,4,3,9
71,1996/9/6,Friday,975,9,7,5
72,1996/9/10,Tuesday,254,2,5,4
73,1996/9/13,Friday,199,1,9,9
74,1996/9/17,Tuesday,170,1,7,0
75,1996/9/20,Friday,424,4,2,4
76,1996/9/24,Tuesday,21,0,2,1
77,1996/9/27,Friday,656,6,5,6
78,1996/10/1,Tuesday,812,8,1,2
79,1996/10/4,Friday,819,8,1,9
80,1996/10/8,Tuesday,907,9,0,7
81,1996/10/11,Friday,728,7,2,8
82,1996/10/15,Tuesday,374,3,7,4
83,1996/10/18,Friday,269,2,6,9
84,1996/10/22,Tuesday,411,4,1,1
85,1996/10/25,Friday,176,1,7,6
86,1996/10/29,Tuesday,676,6,7,6
87,1996/11/1,Friday,93,0,9,3
88,1996/11/5,Tuesday,211,2,1,1
89,1996/11/8,Friday,531,5,3,1
90,1996/11/12,Tuesday,938,9,3,8
91,1996/11/15,Friday,413,4,1,3
92,1996/11/19,Tuesday,781,7,8,1
93,1996/11/22,Friday,920,9,2,0
94,1996/11/26,Tuesday,192,1,9,2
95,1996/11/29,Friday,22,0,2,2
96,1996/12/3,Tuesday,151,1,5,1
97,1996/12/6,Friday,502,5,0,2
98,1996/12/10,Tuesday,870,8,7,0
99,1996/12/13,Friday,215,2,1,5
100,1996/12/17,Tuesday,337,3,3,7
101,1996/12/20,Friday,712,7,1,2
102,1996/12/24,Tuesday,594,5,9,4
103,1996/12/27,Friday,260,2,6,0
