No,date,day of week,Lottery_result,hundreds_place,tens_place,ones_place
1,2010/1/4,Monday,232,2,3,2
2,2010/1/5,Tuesday,619,6,1,9
3,2010/1/6,Wednesday,112,1,1,2
4,2010/1/7,Thursday,845,8,4,5
5,2010/1/8,Friday,523,5,2,3
6,2010/1/11,Monday,32,0,3,2
7,2010/1/12,Tuesday,850,8,5,0
8,2010/1/13,Wednesday,999,9,9,9
9,2010/1/14,Thursday,900,9,0,0
10,2010/1/15,Friday,271,2,7,1
11,2010/1/18,Monday,35,0,3,5
12,2010/1/19,Tuesday,579,5,7,9
13,2010/1/20,Wednesday,919,9,1,9
14,2010/1/21,Thursday,236,2,3,6
15,2010/1/22,Friday,258,2,5,8
16,2010/1/25,Monday,29,0,2,9
17,2010/1/26,Tuesday,452,4,5,2
18,2010/1/27,Wednesday,227,2,2,7
19,2010/1/28,Thursday,422,4,2,2
20,2010/1/29,Friday,562,5,6,2
21,2010/2/1,Monday,351,3,5,1
22,2010/2/2,Tuesday,252,2,5,2
23,2010/2/3,Wednesday,677,6,7,7
24,2010/2/4,Thursday,829,8,2,9
25,2010/2/5,Friday,932,9,3,2
26,2010/2/8,Monday,747,7,4,7
27,2010/2/9,Tuesday,350,3,5,0
28,2010/2/10,Wednesday,295,2,9,5
29,2010/2/11,Thursday,726,7,2,6
30,2010/2/12,Friday,959,9,5,9
31,2010/2/15,Monday,768,7,6,8
32,2010/2/16,Tuesday,135,1,3,5
33,2010/2/17,Wednesday,71,0,7,1
34,2010/2/18,Thursday,232,2,3,2
35,2010/2/19,Friday,650,6,5,0
36,2010/2/22,Monday,738,7,3,8
37,2010/2/23,Tuesday,63,0,6,3
38,2010/2/24,Wednesday,179,1,7,9
39,2010/2/25,Thursday,389,3,8,9
40,2010/2/26,Friday,122,1,2,2
41,2010/3/1,Monday,963,9,6,3
42,2010/3/2,Tuesday,856,8,5,6
43,2010/3/3,Wednesday,581,5,8,1
44,2010/3/4,Thursday,334,3,3,4
45,2010/3/5,Friday,66,0,6,6
46,2010/3/8,Monday,117,1,1,7
47,2010/3/9,Tuesday,640,6,4,0
48,2010/3/10,Wednesday,848,8,4,8
49,2010/3/11,Thursday,484,4,8,4
50,2010/3/12,Friday,527,5,2,7
51,2010/3/15,Monday,157,1,5,7
52,2010/3/16,Tuesday,443,4,4,3
53,2010/3/17,Wednesday,714,7,1,4
54,2010/3/18,Thursday,921,9,2,1
55,2010/3/19,Friday,810,8,1,0
56,2010/3/22,Monday,507,5,0,7
57,2010/3/23,Tuesday,999,9,9,9
58,2010/3/24,Wednesday,986,9,8,6
59,2010/3/25,Thursday,229,2,2,9
60,2010/3/26,Friday,860,8,6,0
61,2010/3/29,Monday,659,6,5,9
62,2010/3/30,Tuesday,463,4,6,3
63,2010/3/31,Wednesday,698,6,9,8
64,2010/4/1,Thursday,862,8,6,2
65,2010/4/2,Friday,848,8,4,8
66,2010/4/5,Monday,258,2,5,8
67,2010/4/6,Tuesday,638,6,3,8
68,2010/4/7,Wednesday,448,4,4,8
69,2010/4/8,Thursday,643,6,4,3
70,2010/4/9,Friday,629,6,2,9
71,2010/4/12,Monday,696,6,9,6
72,2010/4/13,Tuesday,354,3,5,4
73,2010/4/14,Wednesday,618,6,1,8
74,2010/4/15,Thursday,815,8,1,5
75,2010/4/16,Friday,558,5,5,8
76,2010/4/19,Monday,420,4,2,0
77,2010/4/20,Tuesday,265,2,6,5
78,2010/4/21,Wednesday,304,3,0,4
79,2010/4/22,Thursday,928,9,2,8
80,2010/4/23,Friday,142,1,4,2
81,2010/4/26,Monday,954,9,5,4
82,2010/4/27,Tuesday,368,3,6,8
83,2010/4/28,Wednesday,802,8,0,2
84,2010/4/29,Thursday,371,3,7,1
85,2010/4/30,Friday,108,1,0,8
86,2010/5/3,Monday,802,8,0,2
87,2010/5/4,Tuesday,916,9,1,6
88,2010/5/5,Wednesday,948,9,4,8
89,2010/5/6,Thursday,41,0,4,1
90,2010/5/7,Friday,752,7,5,2
91,2010/5/10,Monday,227,2,2,7
92,2010/5/11,Tuesday,162,1,6,2
93,2010/5/12,Wednesday,93,0,9,3
94,2010/5/13,Thursday,949,9,4,9
95,2010/5/14,Friday,428,4,2,8
96,2010/5/17,Monday,427,4,2,7
97,2010/5/18,Tuesday,832,8,3,2
98,2010/5/19,Wednesday,514,5,1,4
99,2010/5/20,Thursday,919,9,1,9
100,2010/5/21,Friday,803,8,0,3
101,2010/5/24,Monday,17,0,1,7
102,2010/5/25,Tuesday,786,7,8,6
103,2010/5/26,Wednesday,417,4,1,7
104,2010/5/27,Thursday,169,1,6,9
105,2010/5/28,Friday,589,5,8,9
106,2010/5/31,Monday,182,1,8,2
107,2010/6/1,Tuesday,727,7,2,7
108,2010/6/2,Wednesday,520,5,2,0
109,2010/6/3,Thursday,567,5,6,7
110,2010/6/4,Friday,951,9,5,1
111,2010/6/7,Monday,895,8,9,5
112,2010/6/8,Tuesday,882,8,8,2
113,2010/6/9,Wednesday,998,9,9,8
114,2010/6/10,Thursday,328,3,2,8
115,2010/6/11,Friday,239,2,3,9
116,2010/6/14,Monday,999,9,9,9
117,2010/6/15,Tuesday,313,3,1,3
118,2010/6/16,Wednesday,168,1,6,8
119,2010/6/17,Thursday,30,0,3,0
120,2010/6/18,Friday,27,0,2,7
121,2010/6/21,Monday,606,6,0,6
122,2010/6/22,Tuesday,549,5,4,9
123,2010/6/23,Wednesday,91,0,9,1
124,2010/6/24,Thursday,554,5,5,4
125,2010/6/25,Friday,89,0,8,9
126,2010/6/28,Monday,505,5,0,5
127,2010/6/29,Tuesday,554,5,5,4
128,2010/6/30,Wednesday,497,4,9,7
129,2010/7/1,Thursday,104,1,0,4
130,2010/7/2,Friday,23,0,2,3
131,2010/7/5,Monday,458,4,5,8
132,2010/7/6,Tuesday,274,2,7,4
133,2010/7/7,Wednesday,458,4,5,8
134,2010/7/8,Thursday,824,8,2,4
135,2010/7/9,Friday,287,2,8,7
136,2010/7/12,Monday,867,8,6,7
137,2010/7/13,Tuesday,105,1,0,5
138,2010/7/14,Wednesday,890,8,9,0
139,2010/7/15,Thursday,731,7,3,1
140,2010/7/16,Friday,395,3,9,5
141,2010/7/19,Monday,523,5,2,3
142,2010/7/20,Tuesday,883,8,8,3
143,2010/7/21,Wednesday,548,5,4,8
144,2010/7/22,Thursday,223,2,2,3
145,2010/7/23,Friday,551,5,5,1
146,2010/7/26,Monday,396,3,9,6
147,2010/7/27,Tuesday,216,2,1,6
148,2010/7/28,Wednesday,793,7,9,3
149,2010/7/29,Thursday,827,8,2,7
150,2010/7/30,Friday,990,9,9,0
151,2010/8/2,Monday,539,5,3,9
152,2010/8/3,Tuesday,14,0,1,4
153,2010/8/4,Wednesday,828,8,2,8
154,2010/8/5,Thursday,673,6,7,3
155,2010/8/6,Friday,11,0,1,1
156,2010/8/9,Monday,76,0,7,6
157,2010/8/10,Tuesday,403,4,0,3
158,2010/8/11,Wednesday,54,0,5,4
159,2010/8/12,Thursday,607,6,0,7
160,2010/8/13,Friday,424,4,2,4
161,2010/8/16,Monday,232,2,3,2
162,2010/8/17,Tuesday,193,1,9,3
163,2010/8/18,Wednesday,931,9,3,1
164,2010/8/19,Thursday,633,6,3,3
165,2010/8/20,Friday,92,0,9,2
166,2010/8/23,Monday,530,5,3,0
167,2010/8/24,Tuesday,553,5,5,3
168,2010/8/25,Wednesday,371,3,7,1
169,2010/8/26,Thursday,199,1,9,9
170,2010/8/27,Friday,54,0,5,4
171,2010/8/30,Monday,296,2,9,6
172,2010/8/31,Tuesday,551,5,5,1
173,2010/9/1,Wednesday,698,6,9,8
174,2010/9/2,Thursday,496,4,9,6
175,2010/9/3,Friday,685,6,8,5
176,2010/9/6,Monday,7,0,0,7
177,2010/9/7,Tuesday,736,7,3,6
178,2010/9/8,Wednesday,257,2,5,7
179,2010/9/9,Thursday,119,1,1,9
180,2010/9/10,Friday,221,2,2,1
181,2010/9/13,Monday,393,3,9,3
182,2010/9/14,Tuesday,257,2,5,7
183,2010/9/15,Wednesday,884,8,8,4
184,2010/9/16,Thursday,442,4,4,2
185,2010/9/17,Friday,961,9,6,1
186,2010/9/20,Monday,475,4,7,5
187,2010/9/21,Tuesday,155,1,5,5
188,2010/9/22,Wednesday,376,3,7,6
189,2010/9/23,Thursday,663,6,6,3
190,2010/9/24,Friday,619,6,1,9
