No,date,Lottery_result,hundreds_place,tens_place,ones_place
1,2026/1/5,622,6,2,2
2,2026/1/6,696,6,9,6
3,2026/1/7,620,6,2,0
4,2026/1/8,649,6,4,9
5,2026/1/9,673,6,7,3
6,2026/1/12,982,9,8,2
7,2026/1/13,784,7,8,4
8,2026/1/14,325,3,2,5
9,2026/1/15,345,3,4,5
10,2026/1/16,597,5,9,7
11,2026/1/19,590,5,9,0
12,2026/1/20,932,9,3,2
13,2026/1/21,949,9,4,9
14,2026/1/22,527,5,2,7
15,2026/1/23,443,4,4,3
16,2026/1/26,643,6,4,3
17,2026/1/27,73,0,7,3
18,2026/1/28,447,4,4,7
19,2026/1/29,461,4,6,1
20,2026/1/30,388,3,8,8
21,2026/2/2,37,0,3,7
22,2026/2/3,105,1,0,5
23,2026/2/4,160,1,6,0
24,2026/2/5,470,4,7,0
25,2026/2/6,388,3,8,8
26,2026/2/9,316,3,1,6
27,2026/2/10,293,2,9,3
28,2026/2/11,224,2,2,4
29,2026/2/12,827,8,2,7
30,2026/2/13,493,4,9,3
31,2026/2/16,758,7,5,8
32,2026/2/17,269,2,6,9
33,2026/2/18,979,9,7,9
34,2026/2/19,135,1,3,5
35,2026/2/20,918,9,1,8
36,2026/2/23,518,5,1,8










































































